Date,Open,High,Low,Close,Total Trade Quantity
2016-11-24,34.75,34.95,33.25,34.7,42915.0
2016-11-25,35.5,36.0,34.3,35.45,106054.0
2016-11-28,36.0,36.45,35.1,35.75,55614.0
2016-11-29,36.0,36.9,35.2,35.65,104930.0
2016-11-30,36.4,36.4,35.5,35.7,91455.0
2016-12-01,36.2,36.2,35.2,35.4,59332.0
2016-12-02,35.0,35.25,34.1,34.25,32885.0
2016-12-05,33.9,34.7,31.2,34.2,107045.0
2016-12-06,34.8,35.8,34.0,35.2,92010.0
2016-12-07,35.5,35.6,34.5,34.8,48310.0
2016-12-08,35.5,36.6,34.3,36.3,64108.0
2016-12-09,36.45,36.95,36.1,36.6,55356.0
2016-12-12,37.1,37.1,35.6,35.75,35574.0
2016-12-13,36.35,36.35,35.4,35.7,21823.0
2016-12-14,36.3,36.3,33.55,34.0,73395.0
2016-12-15,33.8,35.5,33.8,35.0,29165.0
2016-12-16,35.5,35.5,34.65,35.0,14932.0
2016-12-19,35.4,35.4,34.5,34.6,70277.0
2016-12-20,35.0,35.1,34.0,34.6,27107.0
2016-12-21,34.9,34.9,33.7,34.05,17079.0
2016-12-22,34.5,34.75,33.5,34.2,25158.0
2016-12-23,34.8,34.8,33.0,33.7,73528.0
2016-12-26,33.4,33.4,31.75,31.85,57536.0
2016-12-27,32.45,32.75,31.6,32.15,22063.0
2016-12-28,32.6,33.2,31.9,32.35,44610.0
2016-12-29,31.9,32.75,31.9,32.3,15567.0
2016-12-30,32.55,33.6,32.15,32.95,62689.0
2017-01-02,33.4,34.3,33.0,33.85,77859.0
2017-01-03,34.5,34.9,33.7,33.95,61513.0
2017-01-04,34.7,35.5,34.2,34.7,56908.0
2017-01-05,35.4,35.8,34.5,35.55,23761.0
2017-01-06,36.2,36.2,34.1,34.45,36359.0
2017-01-09,34.8,35.7,31.3,33.7,74016.0
2017-01-10,34.0,34.55,33.1,34.3,32638.0
2017-01-11,34.75,38.5,34.2,37.25,336220.0
2017-01-12,37.5,38.1,35.8,36.15,69760.0
2017-01-13,36.5,37.0,35.0,36.25,74227.0
2017-01-16,37.95,41.6,37.5,40.2,824259.0
2017-01-17,41.25,43.6,41.0,41.45,1159207.0
2017-01-18,41.55,43.2,40.0,40.65,770554.0
2017-01-19,40.95,42.85,40.9,41.45,434665.0
2017-01-20,41.65,42.1,39.8,40.3,248164.0
2017-01-23,40.8,41.8,40.7,41.55,153277.0
2017-01-24,41.7,41.7,40.3,41.05,94420.0
2017-01-25,41.25,41.65,40.0,40.25,159913.0
2017-01-27,40.3,41.4,39.9,40.2,152739.0
2017-01-30,39.85,40.55,37.05,38.9,73281.0
2017-01-31,38.25,39.95,38.25,38.75,67161.0
2017-02-01,39.05,40.5,38.85,39.7,62889.0
2017-02-02,40.7,41.25,39.5,40.35,78213.0
2017-02-03,41.55,41.75,39.2,40.5,128152.0
2017-02-06,41.55,41.75,40.35,41.4,72128.0
2017-02-07,41.4,41.75,40.75,40.95,74624.0
2017-02-08,41.25,43.6,40.55,41.7,699501.0
2017-02-09,41.95,42.5,37.6,39.25,478350.0
2017-02-10,39.0,39.0,37.1,38.0,159597.0
2017-02-13,38.35,38.35,36.25,36.6,111913.0
2017-02-14,36.6,37.9,36.1,37.35,79294.0
2017-02-15,36.55,37.8,35.75,36.05,113210.0
2017-02-16,36.9,36.9,35.9,36.6,28489.0
2017-02-17,36.8,37.95,36.05,36.75,43004.0
2017-02-20,36.6,37.05,36.2,36.65,46760.0
2017-02-21,37.0,37.3,36.5,36.65,50146.0
2017-02-22,36.4,37.05,36.2,36.55,63675.0
2017-02-23,36.4,36.55,35.75,35.9,53842.0
2017-02-27,35.9,36.4,35.55,35.65,37521.0
2017-02-28,36.15,36.3,35.6,36.05,40594.0
2017-03-01,36.3,38.3,35.9,37.9,119559.0
2017-03-02,38.3,38.4,36.6,36.7,36854.0
2017-03-03,36.4,36.75,35.9,36.0,70179.0
2017-03-06,36.3,36.85,36.0,36.45,37322.0
2017-03-07,36.8,36.8,36.1,36.5,31955.0
2017-03-08,36.65,36.65,36.2,36.45,42490.0
2017-03-09,36.6,36.6,35.8,36.05,43668.0
2017-03-10,36.85,36.85,35.55,35.75,53423.0
2017-03-14,37.2,37.2,35.5,35.75,78797.0
2017-03-15,35.8,36.3,35.5,35.65,44483.0
2017-03-16,35.65,36.0,35.5,35.9,65785.0
2017-03-17,36.75,36.75,35.15,35.4,47811.0
2017-03-20,36.0,36.75,34.2,34.9,77310.0
2017-03-21,35.75,35.75,34.5,34.65,18571.0
2017-03-22,34.4,34.75,34.05,34.15,51479.0
2017-03-23,34.6,35.2,34.2,34.4,28657.0
2017-03-24,34.7,36.0,34.0,35.15,67340.0
2017-03-27,35.6,35.7,34.85,35.15,68453.0
2017-03-28,35.25,35.6,35.0,35.1,49925.0
2017-03-29,36.1,36.1,34.5,34.8,58623.0
2017-03-30,34.65,35.35,34.65,34.8,24653.0
2017-03-31,35.7,35.7,34.7,35.0,30074.0
2017-04-03,35.2,38.0,34.75,37.65,153831.0
2017-04-05,38.3,39.7,38.0,39.0,143253.0
2017-04-06,39.6,40.55,38.75,40.25,292100.0
2017-04-07,40.35,42.5,39.25,40.45,327072.0
2017-04-10,40.85,41.0,39.2,39.5,75535.0
2017-04-11,40.3,40.5,38.9,40.15,130722.0
2017-04-12,40.15,40.65,39.1,39.6,68025.0
2017-04-13,40.35,47.5,39.15,47.5,2197427.0
2017-04-17,47.9,48.7,42.5,44.65,1165774.0
2017-04-18,45.0,45.9,42.9,43.3,323559.0
2017-04-19,43.5,43.75,42.5,42.95,130694.0
2017-04-20,43.1,44.5,42.9,43.25,157311.0
2017-04-21,43.7,44.9,43.25,43.8,127717.0
2017-04-24,43.8,49.4,43.8,47.0,1078221.0
2017-04-25,47.2,48.0,45.6,46.2,251727.0
2017-04-26,47.9,47.9,45.15,45.55,152666.0
2017-04-27,45.8,45.85,44.5,44.8,132748.0
2017-04-28,44.35,44.8,43.55,43.9,90170.0
2017-05-02,44.0,45.0,43.0,43.25,93115.0
2017-05-03,43.8,43.8,42.9,43.0,64815.0
2017-05-04,43.6,45.6,42.65,43.7,119735.0
2017-05-05,43.8,43.8,42.05,42.2,106732.0
2017-05-08,42.4,42.8,42.0,42.5,58298.0
2017-05-09,42.7,43.95,42.45,42.85,56144.0
2017-05-10,43.2,43.8,42.5,43.0,41165.0
2017-05-11,43.6,43.6,42.5,42.65,48737.0
2017-05-12,43.2,43.4,40.95,41.2,75641.0
2017-05-15,41.75,42.35,40.7,41.7,40124.0
2017-05-16,41.3,42.3,41.1,41.7,34221.0
2017-05-17,41.4,43.0,40.2,40.4,102596.0
2017-05-18,40.0,41.5,40.0,40.55,65370.0
2017-05-19,40.9,41.95,40.05,40.1,48066.0
2017-05-22,39.5,41.25,39.5,40.05,39623.0
2017-05-23,40.2,40.3,38.5,39.7,58927.0
2017-05-24,39.2,39.95,38.0,38.45,57709.0
2017-05-25,38.55,40.0,37.1,39.25,74187.0
2017-05-26,38.75,39.5,38.05,38.3,82845.0
2017-05-29,38.3,38.8,37.05,37.3,39108.0
2017-05-30,36.7,37.75,36.3,36.45,26736.0
2017-05-31,36.4,37.8,36.05,37.25,40783.0
2017-06-01,36.6,38.7,36.6,38.15,54975.0
2017-06-02,38.75,38.75,38.0,38.4,24553.0
2017-06-05,38.95,39.5,38.1,38.2,23924.0
2017-06-06,38.9,39.5,38.2,38.4,21767.0
2017-06-07,38.7,39.15,38.25,38.35,18121.0
2017-06-08,38.7,39.3,38.05,38.75,28748.0
2017-06-09,39.2,39.5,38.55,38.9,11460.0
2017-06-12,38.05,42.5,38.05,41.25,305366.0
2017-06-13,41.55,41.55,40.2,40.25,41149.0
2017-06-14,41.85,41.85,39.5,39.75,21319.0
2017-06-15,41.15,41.15,39.5,40.0,19869.0
2017-06-16,39.6,40.5,38.65,39.15,65494.0
2017-06-19,39.2,40.2,38.65,39.1,38282.0
2017-06-20,38.35,39.6,38.35,38.95,57024.0
2017-06-21,39.5,41.45,38.8,39.25,22209.0
2017-06-22,39.1,39.25,38.5,39.0,16643.0
2017-06-23,39.4,39.9,38.2,38.35,41131.0
2017-06-27,39.5,39.5,37.0,37.05,23486.0
2017-06-28,37.8,37.8,36.15,36.85,27130.0
2017-06-29,37.8,38.7,37.2,38.05,29271.0
2017-06-30,38.7,38.7,37.5,37.85,19037.0
2017-07-03,38.3,38.85,37.7,38.0,50183.0
2017-07-04,38.75,38.75,37.8,38.5,21754.0
2017-07-05,40.0,40.0,37.2,39.0,61653.0
2017-07-06,38.9,39.4,38.9,39.0,35721.0
2017-07-07,39.05,39.65,38.9,39.05,20661.0
2017-07-10,40.3,41.2,39.2,40.75,22313.0
2017-07-11,41.0,44.8,39.65,42.35,692253.0
2017-07-12,42.75,43.9,40.35,41.8,286890.0
2017-07-13,42.25,42.85,40.5,41.1,186308.0
2017-07-14,41.4,41.4,39.5,39.75,128698.0
2017-07-17,40.5,40.6,39.5,39.7,97933.0
2017-07-18,39.75,41.35,39.45,39.85,77457.0
2017-07-19,39.9,40.5,39.8,40.0,54825.0
2017-07-20,40.45,40.45,39.6,39.8,34412.0
2017-07-21,40.3,40.5,39.2,39.7,30519.0
2017-07-24,39.7,40.0,38.75,39.1,60438.0
2017-07-25,39.25,39.8,39.0,39.0,36545.0
2017-07-26,39.1,41.25,38.4,39.85,46705.0
2017-07-27,41.8,41.8,38.5,38.65,79272.0
2017-07-28,38.9,39.5,38.35,38.9,191713.0
2017-07-31,39.25,39.4,38.4,38.55,58814.0
2017-08-01,38.95,40.0,38.4,38.5,37744.0
2017-08-02,39.0,39.1,37.3,37.65,32154.0
2017-08-03,38.8,38.8,36.7,37.1,33772.0
2017-08-04,37.45,37.9,36.5,36.7,37521.0
2017-08-07,37.5,37.5,36.3,36.75,26569.0
2017-08-08,36.9,37.0,35.75,35.8,59820.0
2017-08-09,36.4,36.4,35.4,36.0,32370.0
2017-08-10,36.6,36.65,34.85,34.95,53280.0
2017-08-11,34.2,34.9,33.1,33.85,41502.0
2017-08-14,37.85,37.85,34.1,34.6,42264.0
2017-08-16,35.0,35.0,34.1,34.5,13743.0
2017-08-17,35.3,35.3,34.3,34.55,26384.0
2017-08-18,34.8,34.95,34.1,34.3,21606.0
2017-08-21,34.3,34.85,33.8,33.9,22543.0
2017-08-22,33.75,35.0,33.55,33.75,137861.0
2017-08-23,34.7,35.0,33.6,33.7,21663.0
2017-08-24,34.7,34.7,33.9,34.0,15592.0
2017-08-28,34.4,34.45,33.85,34.25,20015.0
2017-08-29,34.4,36.7,34.25,35.65,108362.0
2017-08-30,36.2,37.05,35.7,36.8,64096.0
2017-08-31,36.85,37.7,36.0,37.45,31422.0
2017-09-01,37.8,39.75,37.4,39.15,73499.0
2017-09-04,39.85,40.8,38.8,39.75,122248.0
2017-09-05,39.75,40.5,37.95,38.75,101846.0
2017-09-06,38.0,39.0,37.6,38.5,30659.0
2017-09-07,39.0,39.6,38.1,38.25,38035.0
2017-09-08,37.85,38.8,37.5,37.75,23551.0
2017-09-11,37.8,38.3,37.1,38.05,55965.0
2017-09-12,38.3,39.4,38.3,38.5,29735.0
2017-09-13,38.65,38.8,37.4,37.55,24758.0
2017-09-14,38.1,38.1,37.1,37.3,21125.0
2017-09-15,38.2,39.3,37.7,38.65,88564.0
2017-09-18,38.65,40.5,38.1,39.9,94583.0
2017-09-19,40.35,43.65,39.4,41.5,295617.0
2017-09-20,42.0,43.55,41.5,41.8,153040.0
2017-09-21,42.4,44.9,39.75,42.8,192727.0
2017-09-22,42.0,42.25,39.4,40.1,115586.0
2017-09-25,40.35,40.35,38.2,38.75,77080.0
2017-09-26,39.0,39.7,38.1,38.75,63596.0
2017-09-27,38.25,39.8,37.1,37.25,91841.0
2017-09-28,36.6,38.45,36.6,37.45,60916.0
2017-09-29,37.9,44.0,37.5,41.7,834826.0
2017-10-03,42.5,46.4,41.05,44.0,683112.0
2017-10-04,44.2,44.6,42.0,42.15,172393.0
2017-10-05,42.35,44.8,41.65,43.3,112869.0
2017-10-06,44.2,45.25,42.7,43.8,258650.0
2017-10-09,43.95,45.4,42.5,42.65,159015.0
2017-10-10,42.3,44.85,42.3,42.95,91510.0
2017-10-11,43.5,43.5,40.7,40.85,119635.0
2017-10-12,41.25,41.95,41.05,41.25,55147.0
2017-10-13,41.8,42.25,40.1,40.8,57168.0
2017-10-16,40.1,43.0,38.45,40.5,57525.0
2017-10-17,41.0,41.35,39.25,39.8,79873.0
2017-10-18,40.4,41.4,39.35,41.0,55039.0
2017-10-19,40.8,41.5,40.3,41.35,27516.0
2017-10-23,40.5,42.4,40.5,41.8,52451.0
2017-10-24,42.6,44.8,42.0,44.2,273645.0
2017-10-25,45.15,46.75,43.5,45.9,317453.0
2017-10-26,47.0,54.55,45.3,52.55,1951557.0
2017-10-27,53.5,56.8,50.3,50.8,1169267.0
2017-10-30,51.25,54.5,50.8,52.7,391186.0
2017-10-31,53.2,54.4,50.35,51.4,228471.0
2017-11-01,51.75,52.85,51.05,51.35,114655.0
2017-11-02,51.7,52.1,49.75,50.15,118258.0
2017-11-03,48.85,50.25,48.5,48.6,150953.0
2017-11-06,50.95,50.95,48.0,49.0,121271.0
2017-11-07,49.0,50.75,46.2,47.35,186565.0
2017-11-08,48.0,48.0,45.5,45.85,111817.0
2017-11-09,46.65,47.85,46.05,46.65,60276.0
2017-11-10,46.25,51.3,46.15,48.05,200758.0
2017-11-13,48.9,51.4,48.3,49.2,219937.0
2017-11-14,52.0,52.0,48.2,50.5,181976.0
2017-11-15,50.9,51.95,48.25,49.1,212277.0
2017-11-16,49.25,50.8,49.25,49.9,125047.0
2017-11-17,50.5,51.2,49.2,49.55,103411.0
2017-11-20,49.55,51.6,49.45,50.85,165285.0
2017-11-21,51.2,54.0,51.2,52.2,474808.0
2017-11-22,52.95,59.4,50.55,52.1,2699921.0
2017-11-23,51.95,54.7,50.1,52.05,632798.0
2017-11-24,52.15,53.45,51.35,51.9,194310.0
2017-11-27,52.25,54.2,51.65,52.8,305096.0
2017-11-28,52.9,61.7,52.9,59.4,2489935.0
2017-11-29,60.5,63.6,59.0,59.6,1002540.0
2017-11-30,59.45,59.45,57.45,58.3,300002.0
2017-12-01,59.0,61.75,57.0,57.7,341033.0
2017-12-04,58.3,60.6,55.0,55.8,222423.0
2017-12-05,55.65,55.65,53.65,54.55,192616.0
2017-12-06,54.45,55.0,53.1,53.6,172668.0
2017-12-07,53.05,57.95,53.05,55.9,342836.0
2017-12-08,56.4,57.0,54.1,54.65,196209.0
2017-12-11,54.65,55.5,54.65,54.9,128873.0
2017-12-12,55.0,55.4,53.7,54.1,58811.0
2017-12-13,53.9,58.9,53.0,55.65,412905.0
2017-12-14,56.0,56.5,54.0,54.45,145890.0
2017-12-15,55.9,58.5,55.1,56.5,204240.0
2017-12-18,56.25,57.75,52.5,55.65,243941.0
2017-12-19,56.4,57.9,55.55,56.8,198039.0
2017-12-20,56.95,60.85,56.05,58.85,536063.0
2017-12-21,59.3,61.9,58.05,59.95,436933.0
2017-12-22,60.3,61.7,58.8,59.1,348234.0
2017-12-26,59.55,63.8,58.5,62.7,1190872.0
2017-12-27,63.0,63.5,59.25,59.75,425550.0
2017-12-28,59.9,61.8,59.0,59.6,190557.0
2017-12-29,60.1,60.8,57.9,58.3,174410.0
2018-01-01,58.95,60.7,57.9,58.75,156506.0
2018-01-02,58.75,60.55,57.65,58.05,173946.0
2018-01-03,58.7,60.5,58.5,59.2,191320.0
2018-01-04,59.45,63.2,58.6,62.6,812025.0
2018-01-05,64.8,67.0,63.0,63.6,1129498.0
2018-01-08,64.0,64.25,61.05,61.65,298210.0
2018-01-09,62.15,64.7,60.0,62.5,509757.0
2018-01-10,62.6,63.3,60.25,60.95,183357.0
2018-01-11,60.95,62.5,60.3,61.1,162283.0
2018-01-12,61.7,62.3,57.0,59.8,227365.0
2018-01-15,61.0,61.6,59.1,59.7,106711.0
2018-01-16,60.45,60.45,57.55,57.7,146439.0
2018-01-17,56.55,57.65,55.4,57.15,134450.0
2018-01-18,60.0,60.0,55.05,55.7,98295.0
2018-01-19,56.2,56.2,54.7,55.0,76360.0
2018-01-22,55.75,56.5,54.55,55.85,83468.0
2018-01-23,56.05,61.45,56.05,60.55,552255.0
2018-01-24,60.5,60.5,57.1,57.65,185310.0
2018-01-25,57.45,57.6,56.15,56.4,102681.0
2018-01-29,57.2,57.2,53.2,53.8,128041.0
2018-01-30,54.25,54.25,52.0,52.25,95717.0
2018-01-31,52.25,53.1,52.0,52.75,75086.0
2018-02-01,53.0,53.0,50.5,52.15,53466.0
2018-02-02,51.55,55.0,47.75,48.55,160014.0
2018-02-05,48.55,48.55,45.25,48.0,162412.0
2018-02-06,45.2,47.1,42.55,45.2,124918.0
2018-02-07,46.5,49.9,46.5,49.15,135291.0
2018-02-08,49.6,52.35,49.5,52.0,106310.0
2018-02-09,50.9,57.5,48.9,54.0,115083.0
2018-02-12,53.65,56.95,53.5,54.35,112968.0
2018-02-14,56.15,57.05,54.45,55.1,135961.0
2018-02-15,55.5,57.4,53.2,53.95,244428.0
2018-02-16,54.3,54.35,51.55,52.15,79203.0
2018-02-19,53.0,53.0,50.0,50.25,71043.0
2018-02-20,50.4,52.0,50.2,51.0,49685.0
2018-02-21,51.75,52.0,50.05,50.35,46224.0
2018-02-22,50.35,51.35,49.0,50.25,43080.0
2018-02-23,50.8,53.0,49.5,51.85,238066.0
2018-02-26,53.8,53.95,50.2,50.85,638176.0
2018-02-27,51.35,52.3,50.0,50.6,103016.0
2018-02-28,50.5,51.5,50.25,50.5,59193.0
2018-03-01,51.6,51.6,50.0,50.15,48909.0
2018-03-05,50.15,50.7,48.6,48.7,58492.0
2018-03-06,49.0,49.95,47.05,47.2,81163.0
2018-03-07,47.35,47.35,45.0,45.15,80684.0
2018-03-08,45.65,45.75,44.4,44.75,81733.0
2018-03-09,45.0,46.0,42.3,42.55,105299.0
2018-03-12,44.65,48.35,41.1,46.85,507890.0
2018-03-13,47.4,53.75,47.05,51.5,908151.0
2018-03-14,51.0,52.6,49.7,51.2,205050.0
2018-03-15,51.45,53.45,50.6,52.0,178321.0
2018-03-16,51.75,52.0,50.5,50.65,68773.0
2018-03-19,51.35,51.8,48.3,49.0,67983.0
2018-03-20,48.1,50.95,47.0,48.7,193175.0
2018-03-21,49.15,50.55,48.0,48.45,111694.0
2018-03-22,48.25,49.1,46.6,46.95,70697.0
2018-03-23,45.85,48.9,44.7,46.95,193650.0
2018-03-26,48.8,50.0,46.05,48.6,124142.0
2018-03-27,50.6,50.7,47.5,48.15,118346.0
2018-03-28,48.15,49.8,47.45,49.1,85065.0
2018-04-02,49.5,50.9,49.2,49.75,48947.0
2018-04-03,50.0,50.8,49.0,49.9,113830.0
2018-04-04,50.1,52.3,49.0,49.3,193457.0
2018-04-05,50.0,51.0,49.55,49.95,79748.0
2018-04-06,50.25,51.1,49.2,49.45,60512.0
2018-04-09,49.9,50.45,48.55,48.95,106345.0
2018-04-10,49.45,49.45,48.65,48.7,46053.0
2018-04-11,48.75,49.4,48.45,48.65,29848.0
2018-04-12,48.8,48.85,47.9,48.1,33844.0
2018-04-13,48.7,55.25,48.25,54.25,722879.0
2018-04-16,53.75,54.75,52.5,53.0,246635.0
2018-04-17,53.45,53.45,51.6,51.85,93227.0
2018-04-18,52.45,53.1,51.0,51.95,93422.0
2018-04-19,52.7,52.7,50.0,51.0,54263.0
2018-04-20,51.0,53.3,50.55,52.1,112531.0
